LONGITUD,LATITUD
-102.252518,21.863758
-102.241053,21.861072
-102.206423,21.857535
-102.255417,21.859938
-102.244529,21.867741
-102.260344,21.854334
-102.252989,21.855979
-102.244529,21.867741
-102.251570,21.871606
-102.252988,21.866296
-102.242750,21.874530
-102.235512,21.863920
-102.254227,21.870294
-102.256963,21.855163
-102.244529,21.867740
-102.245889,21.873462
-102.253797,21.861159
-102.251200,21.837899
-102.247781,21.863026
-102.254520,21.871784
-102.244529,21.867740
-102.242809,21.872314
-102.245578,21.866171
-102.263249,21.859916
-102.259953,21.852957
-102.246675,21.868688
-102.259821,21.859875
-102.254837,21.859690
-102.235646,21.875149
-102.249615,21.867236
-102.252988,21.866296
-102.256643,21.844918
-102.238018,21.863078
-102.248200,21.862596
-102.242809,21.872314
-102.252573,21.865699
-102.254681,21.860268
-102.253957,21.868931
-102.241912,21.866865
-102.251570,21.871607
-102.242143,21.869309
-102.253797,21.861159
-102.236949,21.867527
-102.254073,21.850427
-102.181265,21.823414
-102.248928,21.872495
-102.258678,21.854732
-102.250008,21.872164
-102.221736,21.860431
-102.235512,21.863920
-102.178672,21.826394
-102.255086,21.855015
-102.256396,21.866017
-102.258808,21.869369
-102.258182,21.859842
-102.251569,21.871605
-102.254230,21.870292
-102.251569,21.871606
-102.229574,21.862705
-102.251568,21.871606
-102.256467,21.859887
-102.244181,21.869499
-102.246917,21.851304
-102.254227,21.870290
-102.181265,21.823414
-102.252690,21.864241
-102.255592,21.860096
-102.245889,21.873462
-102.244529,21.867740
-102.246342,21.874172
-102.214131,21.858257
-102.238018,21.863078
-102.249159,21.844508
-102.253957,21.868932
-102.191577,21.844955
-102.244529,21.867741
-102.256467,21.859887
-102.229601,21.862638
-102.233644,21.865160
-102.246413,21.849877
-102.251568,21.871605
-102.178672,21.826394
-102.246675,21.868688
-102.252876,21.862423
-102.241912,21.866865
-102.239219,21.868312
-102.250572,21.849813
-102.249779,21.859640
-102.243683,21.849210
-102.245394,21.847046
-102.247922,21.861010
-102.258182,21.859842
-102.260183,21.853765
-102.252518,21.863758
-102.258182,21.859842
-102.234243,21.861128
-102.252517,21.863759
-102.252283,21.849928
-102.254073,21.850427
-102.254073,21.850427
-102.242750,21.874530
-102.241208,21.875359
-102.248435,21.869751
-102.256919,21.859848
-102.251569,21.871607
-102.249256,21.836412
-102.234173,21.866945
-102.255423,21.871956
-102.256963,21.855163
-102.244830,21.867041
-102.244529,21.867742
-102.254573,21.850792
-102.234750,21.872904
-102.259535,21.857763
-102.251707,21.848675
-102.237294,21.870441
-102.233926,21.876314
-102.256009,21.851893
-102.244530,21.867740
-102.175768,21.806990
-102.248435,21.869751
-102.252518,21.863758
-102.253043,21.838926
-102.245578,21.866171
-102.244522,21.857921
-102.254227,21.870288
-102.235857,21.864806
-102.246511,21.857675
-102.241305,21.866660
-102.235857,21.864806
-102.248007,21.872950
-102.256467,21.859887
-102.245930,21.866118
-102.244530,21.867741
-102.246462,21.865530
-102.254206,21.870377
-102.258182,21.859842
-102.249779,21.859640
-102.253797,21.861159
-102.231044,21.862536
-102.251570,21.871604
-102.186400,21.818442
-102.248435,21.869751
-102.254073,21.850427
-102.233859,21.871544
-102.231932,21.863360
-102.234701,21.869491
-102.256963,21.855163
-102.254692,21.848872
-102.254227,21.870288
-102.254227,21.870288
-102.255904,21.842250
-102.256919,21.859848
-102.252876,21.862423
-102.258182,21.859842
-102.250472,21.846129
-102.245889,21.873462
-102.254728,21.853747
-102.191428,21.813536
-102.234751,21.872903
-102.243535,21.867396
-102.242750,21.874530
-102.242750,21.874530
-102.252586,21.864969
-102.252510,21.856440
-102.251423,21.849869
-102.244529,21.867741
-102.256577,21.853773
-102.252804,21.856045
-102.229476,21.871059
-102.227880,21.873635
-102.184311,21.815967
-102.236030,21.867560
-102.248446,21.872646
-102.244528,21.867741
-102.182687,21.830514
-102.253178,21.867031
-102.252554,21.864809
-102.234244,21.875524
-102.253178,21.867031
-102.258001,21.871288
-102.220815,21.860209
-102.245754,21.868294
-102.251568,21.871605
-102.249779,21.859640
-102.259724,21.852137
-102.238768,21.868157
-102.256963,21.855163
-102.239867,21.872170
-102.254228,21.870291
-102.254073,21.850427
-102.257890,21.858484
-102.242809,21.872314
-102.249719,21.849726
-102.229999,21.865902
-102.245889,21.873462
-102.259269,21.860048
-102.231875,21.864145
-102.241822,21.865307
-102.251569,21.871605
-102.243179,21.874348
-102.258182,21.859842
-102.251569,21.871605
-102.245397,21.850227
-102.241208,21.875359
-102.254073,21.850427
-102.257150,21.850165
-102.245889,21.873462
-102.236479,21.867459
-102.250597,21.849814
-102.242750,21.874530
-102.249598,21.843953
-102.255479,21.860138
-102.210532,21.856978
-102.235857,21.864806
-102.254073,21.850427
-102.242750,21.874530
-102.256963,21.855163
-102.247282,21.864268
-102.244529,21.867740
-102.235452,21.864663
-102.256100,21.843968
-102.256115,21.852130
-102.251569,21.871606
-102.244529,21.867741
-102.254740,21.857625
-102.249779,21.859640
-102.246876,21.873124
-102.244830,21.867041
-102.244128,21.848556
-102.248858,21.872515
-102.235857,21.864806
-102.254692,21.848872
-102.259594,21.849595
-102.241735,21.849809
-102.251114,21.841749
-102.256405,21.852943
-102.255867,21.846091
-102.244523,21.857921
-102.221725,21.860428
-102.242143,21.869309
-102.253177,21.867030
-102.253797,21.861159
-102.257108,21.845743
-102.256963,21.855163
-102.258182,21.859842
-102.240463,21.872823
-102.252716,21.844280
-102.250458,21.858376
-102.256963,21.855163
-102.256115,21.852130
-102.239648,21.869878
-102.251568,21.871605
-102.235409,21.874274
-102.227089,21.861880
-102.255150,21.860261
-102.238881,21.873190
-102.242144,21.869311
-102.258771,21.847477
-102.244529,21.867742
-102.252914,21.866049
-102.232288,21.860210
-102.258183,21.859842
-102.247705,21.863507
-102.242144,21.869310
-102.256920,21.859850
-102.232875,21.868325
-102.252914,21.866049
-102.254076,21.850427
-102.251516,21.869074
-102.229575,21.862707
-102.257139,21.848986
-102.254691,21.860261
-102.221709,21.860424
-102.250055,21.849372
-102.254220,21.849973
-102.257353,21.856336
-102.249788,21.854972
-102.256965,21.855163
-102.237689,21.871917
-102.242750,21.874530
-102.256919,21.859848
-102.244181,21.856125
-102.255867,21.846091
-102.237299,21.865216
-102.261975,21.853936
-102.254303,21.841294
-102.254702,21.860256
-102.254692,21.848872
-102.252581,21.844815
-102.245579,21.866173
-102.230786,21.862246
-102.242809,21.872314
-102.246263,21.873962
-102.242143,21.869309
-102.235857,21.864806
-102.245219,21.850499
-102.243078,21.864439
-102.253290,21.861721
-102.242484,21.865398
-102.247696,21.850429
