LONGITUD,LATITUD
-102.286522,21.915221
-102.290940,21.902436
-102.300894,21.906122
-102.294732,21.907398
-102.297357,21.914528
-102.281007,21.914994
-102.297471,21.915678
-102.285603,21.902542
-102.298067,21.925149
-102.299976,21.915566
-102.277149,21.914809
-102.282625,21.901264
-102.276564,21.900976
-102.281007,21.914994
-102.296463,21.903672
-102.288398,21.901782
-102.275039,21.913370
-102.276724,21.903638
-102.291894,21.923640
-102.287089,21.915253
-102.291634,21.921711
-102.282473,21.915053
-102.291968,21.915445
-102.291133,21.909997
-102.292301,21.907968
-102.298067,21.925149
-102.297471,21.915678
-102.296784,21.907411
-102.296791,21.907347
-102.279669,21.914941
-102.291542,21.925503
-102.291542,21.925503
-102.296783,21.907411
-102.287089,21.915253
-102.298067,21.925149
-102.288398,21.901782
-102.286452,21.907442
-102.280815,21.898975
-102.294387,21.921860
-102.293965,21.922999
-102.286921,21.915244
-102.275188,21.913430
-102.282625,21.901264
-102.297471,21.915678
-102.275095,21.919966
-102.296783,21.907411
-102.291968,21.915445
-102.285250,21.921509
-102.288398,21.901782
-102.282407,21.900865
-102.291747,21.923650
-102.291542,21.925503
-102.292196,21.910127
-102.297231,21.912783
-102.298067,21.925149
-102.297231,21.912783
-102.291542,21.925503
-102.281712,21.924353
-102.274907,21.919556
-102.291966,21.915451
-102.288398,21.901782
-102.282625,21.901264
-102.300334,21.904426
-102.275492,21.913883
-102.280749,21.910686
-102.275494,21.913888
-102.297875,21.921001
-102.286522,21.915221
-102.284808,21.904765
-102.274504,21.915657
-102.288398,21.901782
-102.298589,21.907086
-102.281007,21.914994
-102.275039,21.913370
-102.292089,21.912647
-102.286522,21.915221
-102.284808,21.904765
-102.288398,21.901782
-102.279020,21.912036
-102.296906,21.908684
-102.297471,21.915678
-102.292327,21.907586
-102.277832,21.922953
-102.297358,21.914530
-102.291967,21.915444
-102.292281,21.913664
-102.282473,21.915053
-102.299976,21.915566
-102.297942,21.923169
-102.291895,21.923638
-102.282608,21.901218
-102.281493,21.899822
-102.292328,21.907587
-102.278663,21.914885
-102.278721,21.903072
-102.291969,21.915450
-102.299982,21.916008
-102.297942,21.923169
-102.292195,21.910128
-102.292196,21.910128
-102.285924,21.904355
-102.299982,21.916008
-102.287951,21.902519
-102.292198,21.910128
-102.297471,21.915678
-102.291968,21.915445
-102.288398,21.901782
-102.291968,21.915448
-102.291542,21.925503
-102.298067,21.925149
-102.289424,21.904778
-102.297541,21.917130
-102.286291,21.907947
-102.297471,21.915678
-102.291542,21.925503
-102.297471,21.915678
-102.291968,21.915446
-102.286522,21.915221
-102.297733,21.920064
-102.292248,21.908930
-102.285603,21.902542
-102.297631,21.918511
-102.302126,21.909781
-102.281007,21.914994
-102.290768,21.905512
-102.286007,21.923753
-102.292301,21.907968
-102.285603,21.902542
-102.291634,21.921745
-102.284606,21.905205
-102.291542,21.925503
-102.291967,21.915448
-102.298067,21.925149
-102.282625,21.901264
-102.281007,21.914994
-102.288398,21.901782
-102.281007,21.914994
-102.299035,21.924965
-102.275039,21.913370
-102.285066,21.923016
-102.298254,21.926960
-102.281557,21.901948
-102.292248,21.908930
-102.274908,21.919565
-102.279020,21.912036
-102.275039,21.913370
-102.281007,21.914994
-102.278956,21.907937
-102.282608,21.901218
-102.297307,21.913967
-102.291967,21.915444
-102.292498,21.903960
-102.275039,21.913370
-102.291542,21.925503
-102.286522,21.915221
-102.292244,21.909063
-102.281097,21.919902
-102.292434,21.905498
-102.291895,21.923641
-102.297478,21.916680
-102.296783,21.907411
-102.298067,21.925149
-102.281007,21.914994
-102.288398,21.901782
-102.291968,21.915446
-102.295046,21.907837
-102.283894,21.902551
-102.284548,21.915129
-102.286522,21.915221
-102.282475,21.915054
-102.296463,21.903676
-102.282473,21.915053
-102.285509,21.902089
-102.300334,21.904426
-102.296012,21.913952
-102.278835,21.898664
-102.297903,21.915786
-102.278956,21.907937
-102.286522,21.915221
-102.292302,21.907970
-102.298067,21.925149
-102.286500,21.912254
-102.291542,21.925503
-102.285603,21.902542
-102.291921,21.915491
-102.286365,21.908294
-102.292089,21.912647
-102.276895,21.900765
-102.299976,21.915564
-102.282625,21.901264
-102.285603,21.902542
-102.291968,21.915445
-102.288398,21.901782
-102.292196,21.910128
-102.290450,21.907983
-102.278663,21.914885
-102.286522,21.915221
-102.291542,21.925503
-102.292652,21.925568
-102.286522,21.915221
-102.281007,21.914994
-102.286522,21.915221
-102.286452,21.907442
-102.282625,21.901264
-102.286522,21.915221
-102.301134,21.908106
-102.292195,21.910128
-102.296906,21.908684
-102.281007,21.914994
-102.292042,21.917440
-102.286522,21.915221
-102.281037,21.919470
-102.296863,21.912798
-102.291967,21.915444
-102.286452,21.907442
-102.291887,21.917451
-102.291542,21.925503
-102.282473,21.915053
-102.275039,21.913370
-102.281007,21.914994
-102.291542,21.925503
-102.291887,21.917451
-102.291969,21.915445
-102.291758,21.923445
-102.279637,21.911379
-102.297471,21.915678
-102.292256,21.910916
-102.291894,21.923643
-102.297160,21.903625
-102.282473,21.915053
-102.298305,21.928876
-102.297471,21.915678
-102.294732,21.907398
-102.290450,21.907983
-102.292185,21.914269
-102.288584,21.902358
-102.296906,21.908684
-102.280693,21.902476
-102.278663,21.914885
-102.282608,21.901218
-102.282626,21.901264
-102.281007,21.914996
-102.300334,21.904426
-102.294967,21.913468
-102.294820,21.908774
-102.284501,21.925228
-102.297909,21.921477
-102.276895,21.900766
-102.292091,21.912649
-102.291542,21.925505
-102.296907,21.908685
-102.300260,21.904236
-102.297308,21.913967
-102.284410,21.904880
-102.281008,21.914994
-102.281010,21.914997
-102.294905,21.925330
-102.301136,21.908107
-102.297837,21.921464
-102.282707,21.913191
-102.292301,21.907973
-102.291968,21.915443
-102.291682,21.920295
-102.292301,21.907969
-102.285603,21.902542
-102.291967,21.915443
-102.296906,21.908684
-102.286522,21.915221
-102.281007,21.914994
-102.297942,21.923169
-102.298067,21.925149
-102.292042,21.917440
-102.291675,21.923417
-102.297471,21.915678
-102.276674,21.914257
-102.297471,21.915678
-102.290917,21.907571
-102.298067,21.925149
-102.296788,21.907270
-102.292300,21.907970
-102.288398,21.901782
-102.281037,21.919469
-102.282608,21.901218
-102.291629,21.923655
-102.277094,21.908948
-102.292329,21.907590
-102.297732,21.920063
-102.291630,21.923656
-102.292221,21.911600
-102.286522,21.915221
-102.292076,21.912879
-102.285212,21.922017
-102.291640,21.921919
