LONGITUD,LATITUD
-102.297083,21.937427
-102.291126,21.937058
-102.299502,21.936413
-102.272227,21.934386
-102.282978,21.931855
-102.291129,21.934899
-102.297793,21.933834
-102.278822,21.941532
-102.278470,21.933389
-102.297631,21.934984
-102.278825,21.941534
-102.274873,21.938363
-102.284008,21.927297
-102.280373,21.936083
-102.278823,21.941532
-102.283243,21.930606
-102.274089,21.957159
-102.278824,21.941535
-102.298166,21.931018
-102.272226,21.934384
-102.291151,21.934577
-102.276161,21.946508
-102.278823,21.941533
-102.278822,21.941532
-102.290947,21.938863
-102.281471,21.942559
-102.281266,21.934746
-102.280653,21.930411
-102.291277,21.929108
-102.291006,21.935217
-102.297382,21.941760
-102.308474,21.946748
-102.297311,21.934302
-102.291294,21.930980
-102.277004,21.939874
-102.291294,21.930980
-102.278823,21.941534
-102.282978,21.931855
-102.297382,21.941760
-102.281961,21.942593
-102.276857,21.955791
-102.274893,21.951479
-102.283780,21.942931
-102.276266,21.945509
-102.278822,21.941533
-102.278823,21.941534
-102.272578,21.934827
-102.272226,21.934384
-102.283783,21.942936
-102.278823,21.941534
-102.276171,21.946490
-102.278822,21.941535
-102.277210,21.939863
-102.278823,21.941539
-102.275439,21.938226
-102.299046,21.941845
-102.278822,21.941532
-102.278823,21.941532
-102.281468,21.942557
-102.297383,21.941761
-102.291129,21.934899
-102.278823,21.941533
-102.274111,21.936759
-102.291294,21.930980
-102.282978,21.931855
-102.276165,21.946490
-102.272285,21.957276
-102.292764,21.938434
-102.281460,21.935845
-102.279195,21.927730
-102.278823,21.941532
-102.282397,21.933492
-102.290915,21.943691
-102.290947,21.938863
-102.280900,21.927126
-102.281951,21.934526
-102.297384,21.941765
-102.278800,21.941601
-102.284506,21.932512
-102.278823,21.941532
-102.281470,21.942560
-102.280508,21.942319
-102.290947,21.938863
-102.291274,21.929127
-102.278823,21.941535
-102.274111,21.936759
-102.290947,21.938866
-102.283658,21.928640
-102.282397,21.933493
-102.290946,21.938874
-102.291295,21.930984
-102.278822,21.941533
-102.291036,21.939052
-102.282397,21.933492
-102.282397,21.933492
-102.281951,21.934525
