LONGITUD,LATITUD
-102.251222,21.887133
-102.234386,21.881852
-102.248267,21.879577
-102.251441,21.886103
-102.242814,21.881477
-102.225353,21.878852
-102.251268,21.875855
-102.243604,21.887710
-102.256665,21.883813
-102.236640,21.890338
-102.261656,21.888038
-102.253538,21.892489
-102.259008,21.883022
-102.256489,21.877356
-102.256673,21.888791
-102.257457,21.875724
-102.255429,21.874254
-102.235363,21.878094
-102.259024,21.889862
-102.253402,21.895211
-102.240719,21.891402
-102.261656,21.888038
-102.259008,21.883022
-102.244282,21.889688
-102.251223,21.887131
-102.261656,21.888038
-102.250226,21.884668
-102.259008,21.883022
-102.250166,21.884520
-102.247091,21.876113
-102.251223,21.887131
-102.257378,21.890464
-102.262041,21.879013
-102.253563,21.893629
-102.245975,21.887538
-102.246532,21.876709
-102.214113,21.888761
-102.239940,21.890929
-102.243353,21.886534
-102.257595,21.883509
-102.257457,21.875724
-102.247595,21.884099
-102.264376,21.886082
-102.236902,21.883762
-102.238831,21.891437
-102.251222,21.887133
-102.251223,21.887131
-102.260679,21.888543
-102.253563,21.893629
-102.259008,21.883022
-102.263208,21.890984
-102.251877,21.890123
-102.239117,21.892491
-102.238975,21.895150
-102.225372,21.884168
-102.253477,21.894443
-102.253563,21.893629
-102.262041,21.879013
-102.252449,21.889921
-102.253538,21.892489
-102.238047,21.900403
-102.227855,21.880822
-102.248267,21.879577
-102.240643,21.890067
-102.240533,21.882378
-102.229154,21.882248
-102.259008,21.883022
-102.251223,21.887131
-102.247094,21.876506
-102.221532,21.887159
-102.224757,21.889706
-102.253563,21.893629
-102.254331,21.879506
-102.255429,21.874254
-102.259371,21.883746
-102.253563,21.893629
-102.225375,21.884172
-102.232102,21.880368
-102.248475,21.878587
-102.252377,21.889751
-102.256107,21.891309
-102.253596,21.893216
-102.255730,21.885904
-102.253563,21.893629
-102.251462,21.879198
-102.250885,21.894847
-102.244993,21.892866
-102.241890,21.881880
-102.242814,21.881477
-102.259008,21.883022
-102.254583,21.883290
-102.263740,21.891016
-102.253402,21.895211
-102.256206,21.893886
-102.252423,21.887428
-102.258420,21.892856
-102.261531,21.879577
-102.251222,21.887131
-102.253538,21.892489
-102.244146,21.889680
-102.253563,21.893629
-102.249217,21.882053
-102.244354,21.875172
-102.257378,21.890463
-102.257060,21.889782
-102.251462,21.879198
-102.262041,21.879013
-102.255800,21.887736
-102.253563,21.893629
-102.235871,21.890215
-102.257457,21.875724
-102.213836,21.889053
-102.259371,21.883746
-102.255429,21.874254
-102.232100,21.880371
-102.235360,21.878098
-102.259008,21.883022
-102.244440,21.890769
-102.253538,21.892489
-102.251222,21.887131
-102.245831,21.880450
-102.250166,21.884520
-102.247210,21.875301
-102.261656,21.888038
-102.237049,21.889164
-102.248267,21.879577
-102.251839,21.877727
-102.251222,21.887131
-102.233274,21.883448
-102.228214,21.886778
-102.244289,21.889684
-102.245802,21.894806
-102.262041,21.879013
-102.239026,21.892088
-102.262041,21.879013
-102.247734,21.888424
-102.247094,21.876506
-102.256080,21.876777
-102.246605,21.897204
-102.251892,21.888618
-102.249239,21.882151
-102.235362,21.878092
-102.248457,21.896409
-102.255672,21.875102
-102.253563,21.893629
-102.254612,21.873650
-102.239156,21.892679
-102.262014,21.879094
-102.253564,21.893629
-102.238539,21.890912
-102.256415,21.876771
-102.247733,21.888420
-102.256665,21.883812
-102.255672,21.875102
-102.244919,21.884780
-102.263238,21.890061
-102.255672,21.875102
-102.254612,21.873650
-102.253538,21.892489
-102.256682,21.884643
-102.251876,21.888582
-102.212691,21.890391
-102.248267,21.879577
-102.245802,21.894806
-102.252449,21.889921
-102.250955,21.877782
-102.252872,21.877579
-102.255672,21.875102
-102.248267,21.879577
-102.247361,21.879936
-102.241472,21.885681
-102.227342,21.881023
-102.256053,21.875547
-102.253563,21.893629
-102.253004,21.891178
-102.244986,21.891269
-102.184039,21.899037
-102.254101,21.876485
-102.261656,21.888038
-102.243084,21.876380
-102.236902,21.883762
-102.244670,21.891680
-102.254612,21.873650
-102.253009,21.886346
-102.232646,21.882026
-102.244289,21.889684
-102.246563,21.875230
-102.248512,21.880676
-102.259008,21.883022
-102.262041,21.879013
-102.249055,21.891178
-102.263410,21.882642
-102.251225,21.887140
-102.258552,21.882349
-102.250166,21.884520
-102.256495,21.877372
-102.251222,21.887131
-102.256468,21.887964
-102.253563,21.893629
-102.258921,21.894121
-102.256501,21.877391
-102.229375,21.881761
-102.253255,21.891335
-102.247394,21.876902
-102.245802,21.894806
-102.247094,21.876506
-102.244279,21.878886
-102.248267,21.879577
-102.261920,21.879024
-102.248301,21.889149
-102.262966,21.892364
-102.263208,21.890984
-102.257184,21.883641
-102.259371,21.883746
-102.248790,21.879389
-102.255429,21.874254
-102.228868,21.886733
-102.248789,21.879388
-102.235601,21.891897
-102.262041,21.879013
-102.255672,21.875102
-102.251223,21.887132
-102.260383,21.873905
-102.242814,21.881477
-102.248743,21.886996
-102.263210,21.890985
-102.261657,21.888038
-102.255432,21.874259
-102.245745,21.889160
-102.261657,21.888041
-102.248267,21.879580
-102.261657,21.888039
-102.255430,21.874256
-102.261140,21.889098
-102.247744,21.879811
-102.255430,21.874255
-102.260035,21.893657
-102.261656,21.888038
-102.247095,21.876506
-102.262041,21.879013
-102.238949,21.898452
-102.253563,21.893631
-102.253403,21.895212
-102.254967,21.884755
-102.259008,21.883023
-102.256475,21.888211
-102.235362,21.878093
-102.253538,21.892489
-102.256484,21.877339
-102.257378,21.890463
-102.261321,21.888192
-102.249459,21.888459
-102.243518,21.898392
-102.236424,21.883902
-102.256076,21.876758
-102.261656,21.888038
-102.260108,21.877531
-102.256255,21.893458
-102.255429,21.874254
-102.248267,21.879577
-102.250247,21.886448
-102.242814,21.881477
-102.259008,21.883022
-102.262164,21.889009
-102.247595,21.884099
-102.249490,21.895733
-102.232249,21.884244
-102.261656,21.888038
-102.259008,21.883022
-102.249391,21.874573
-102.227855,21.880822
-102.229750,21.878820
-102.251222,21.887130
-102.261656,21.888038
-102.193375,21.895044
-102.239842,21.888651
