LONGITUD,LATITUD
-102.227447,21.790531
-102.273341,21.819612
-102.261852,21.797926
-102.267426,21.823601
-102.266209,21.822391
-102.302360,21.803380
-102.262677,21.809552
-102.268884,21.825606
-102.276051,21.807723
-102.261960,21.817358
-102.262372,21.812474
-102.261960,21.817360
-102.264739,21.798514
-102.268931,21.827634
-102.266188,21.822427
-102.268916,21.827578
-102.268917,21.827576
-102.235307,21.754539
-102.261965,21.817362
-102.267426,21.823601
-102.282762,21.824171
-102.291700,21.808965
-102.267428,21.823600
-102.261959,21.817357
-102.261959,21.817358
-102.267430,21.823603
-102.268286,21.820169
-102.287598,21.826002
-102.268941,21.825594
-102.250174,21.833931
-102.267118,21.823367
-102.287598,21.826002
-102.261961,21.817362
-102.268931,21.827632
-102.267427,21.823600
-102.275547,21.800670
-102.266165,21.822400
-102.292003,21.807108
-102.251159,21.832306
-102.282516,21.797633
-102.267316,21.810004
-102.276522,21.803271
-102.269574,21.821038
-102.171713,21.749010
-102.276433,21.800875
-102.186949,21.740700
-102.273459,21.800228
-102.287598,21.826002
-102.267319,21.810007
-102.286253,21.826208
-102.267427,21.823599
-102.276433,21.800875
-102.171746,21.795122
-102.274491,21.823726
-102.292003,21.807108
-102.266186,21.822426
-102.273243,21.800203
-102.268928,21.827633
-102.254327,21.799336
-102.277017,21.823614
-102.270870,21.823998
-102.267430,21.823602
-102.268888,21.825721
-102.264534,21.827283
-102.261980,21.817494
-102.276491,21.801825
-102.261860,21.797968
-102.282890,21.799241
-102.262904,21.806098
-102.267116,21.823354
-102.292003,21.807108
-102.270081,21.805424
-102.291700,21.808966
-102.268918,21.827578
-102.300207,21.809625
-102.261889,21.797950
-102.282713,21.824238
-102.225323,21.791339
-102.270081,21.805424
-102.276433,21.800875
-102.276433,21.800875
-102.262676,21.809551
-102.268884,21.825609
-102.261960,21.817360
-102.285275,21.825981
-102.268884,21.825606
-102.292005,21.807108
-102.268883,21.825609
-102.286255,21.826208
-102.273496,21.819353
-102.279337,21.776187
-102.270083,21.805429
-102.268885,21.825606
-102.274451,21.823568
-102.267309,21.828324
-102.285372,21.809442
-102.300207,21.809625
-102.279675,21.798076
-102.282762,21.824171
-102.270081,21.805424
-102.285276,21.825982
