LONGITUD,LATITUD
-102.295194,21.891195
-102.296350,21.886655
-102.297092,21.882124
-102.297653,21.880609
-102.289679,21.894856
-102.304678,21.897291
-102.300749,21.891837
-102.298571,21.898981
-102.300644,21.898406
-102.287522,21.895470
-102.288069,21.886527
-102.299921,21.880604
-102.294117,21.889046
-102.301175,21.877144
-102.304333,21.879860
-102.296032,21.878792
-102.290444,21.882932
-102.300322,21.891060
-102.295192,21.883452
-102.296966,21.878212
-102.301175,21.877144
-102.293300,21.889861
-102.294382,21.876734
-102.304256,21.891136
-102.303808,21.892905
-102.301175,21.877144
-102.296946,21.893821
-102.292966,21.879070
-102.295063,21.890240
-102.291947,21.887508
-102.306521,21.900730
-102.300782,21.883897
-102.284426,21.889774
-102.298571,21.898981
-102.298900,21.898955
-102.296032,21.878792
-102.281044,21.896416
-102.307290,21.901937
-102.302472,21.893782
-102.299007,21.882213
-102.284043,21.890590
-102.304197,21.878998
-102.307005,21.892522
-102.301527,21.883464
-102.289679,21.894856
-102.306841,21.890538
-102.284754,21.890779
-102.297753,21.882743
-102.295932,21.878450
-102.286997,21.888005
-102.302604,21.891013
-102.296032,21.878792
-102.297391,21.891655
-102.297412,21.885662
-102.307413,21.896542
-102.303949,21.880904
-102.301175,21.877144
-102.296996,21.880453
-102.286247,21.888141
-102.297141,21.899446
-102.278378,21.898255
-102.283134,21.896263
-102.289746,21.891559
-102.283989,21.894499
-102.294228,21.889664
-102.307413,21.896542
-102.292871,21.896088
-102.294352,21.890785
-102.306800,21.893405
-102.295932,21.878450
-102.290320,21.882651
-102.298848,21.884710
-102.297812,21.888840
-102.291647,21.900886
-102.297442,21.890302
-102.308721,21.896178
-102.303924,21.877734
-102.279494,21.897998
-102.292634,21.900617
-102.298848,21.884710
-102.298573,21.898982
-102.292634,21.900617
-102.303637,21.900889
-102.290663,21.883347
-102.304968,21.894808
-102.279494,21.897998
-102.302084,21.902916
-102.297131,21.894418
-102.292044,21.880184
-102.299967,21.898594
-102.297820,21.884514
-102.282980,21.899068
-102.294950,21.878675
-102.301175,21.877144
-102.300835,21.892700
-102.300993,21.876052
-102.298215,21.887147
-102.294800,21.878161
-102.292889,21.895041
-102.304341,21.894621
-102.297272,21.879339
-102.281045,21.896416
-102.298102,21.899104
-102.302979,21.881220
-102.297033,21.880907
-102.305599,21.894356
-102.295273,21.883719
-102.301058,21.887697
-102.301174,21.877144
-102.295948,21.899678
-102.293751,21.878948
-102.297092,21.882124
-102.289173,21.881918
-102.302286,21.895127
-102.304678,21.897291
-102.296597,21.890459
-102.291818,21.894236
-102.291559,21.885262
-102.296563,21.881105
-102.294625,21.882356
-102.287199,21.894477
-102.296766,21.885455
-102.291394,21.896555
-102.287783,21.895405
-102.295978,21.890575
-102.306336,21.879884
-102.295551,21.877362
-102.293983,21.879502
-102.305501,21.883252
-102.302084,21.902916
-102.300814,21.901280
-102.295019,21.875613
-102.297296,21.879414
-102.298571,21.898981
-102.301822,21.893058
-102.301175,21.877144
-102.300687,21.877200
-102.281045,21.896415
-102.291387,21.878316
-102.291853,21.879140
-102.297212,21.879106
-102.296032,21.878792
-102.292044,21.880184
-102.304773,21.878290
-102.299136,21.900756
-102.299628,21.880303
-102.297839,21.883939
-102.296714,21.874446
-102.302084,21.902916
-102.294949,21.891398
-102.280035,21.898006
-102.292635,21.900618
-102.298572,21.898981
-102.295639,21.889097
-102.279494,21.897998
-102.293734,21.884357
-102.304237,21.879378
-102.302800,21.899746
-102.292634,21.900617
-102.296032,21.878792
-102.288069,21.886527
-102.283987,21.894497
-102.305540,21.884691
-102.294955,21.899971
-102.304011,21.897465
-102.297423,21.890304
-102.284149,21.890946
-102.302084,21.902916
-102.295948,21.899678
-102.301175,21.877144
-102.308721,21.896178
-102.279494,21.897998
-102.293748,21.878945
-102.296842,21.896607
-102.305382,21.892383
-102.293983,21.879502
-102.296032,21.878792
-102.292044,21.880184
-102.296935,21.886884
-102.286632,21.896372
-102.298355,21.880424
-102.293983,21.879502
-102.304678,21.897291
-102.305647,21.897043
