LONGITUD,LATITUD
-102.358279,21.775068
-102.279547,21.759616
-102.404913,21.711624
-102.273972,21.726944
-102.288793,21.713796
-102.303483,21.755538
-102.273456,21.751353
-102.315256,21.724629
-102.277167,21.759134
-102.323318,21.726628
-102.285640,21.723370
-102.320025,21.722023
-102.358891,21.770532
-102.311113,21.726163
-102.373772,21.707849
-102.289279,21.718398
-102.287801,21.715240
-102.279057,21.711110
-102.270406,21.752384
-102.276063,21.749679
-102.316316,21.724015
-102.453092,21.726895
-102.298469,21.674971
