LONGITUD,LATITUD
-102.307928,21.916114
-102.307984,21.916520
-102.303878,21.915969
-102.334901,21.924713
-102.324410,21.936225
-102.319016,21.914964
-102.305932,21.916034
-102.322662,21.932973
-102.316130,21.921700
-102.313715,21.916441
-102.313715,21.916441
-102.339347,21.928209
-102.307698,21.902919
-102.342221,21.938877
-102.326407,21.933516
-102.313715,21.916441
-102.317381,21.909553
-102.317534,21.924346
-102.311178,21.924376
-102.318520,21.915790
-102.317495,21.916311
-102.303592,21.913531
-102.308415,21.934489
-102.313715,21.916441
-102.318596,21.913489
-102.318093,21.916101
-102.315070,21.929058
-102.319051,21.914770
-102.316557,21.935595
-102.309266,21.906364
-102.318592,21.913477
-102.319034,21.914169
-102.305933,21.916033
-102.304567,21.922752
-102.310743,21.909349
-102.321423,21.931938
-102.317381,21.909553
-102.317381,21.909553
-102.318219,21.916023
-102.319066,21.914401
-102.313715,21.916441
-102.313715,21.916441
-102.305049,21.932777
-102.312981,21.924272
-102.310296,21.924427
-102.317534,21.924346
-102.324410,21.936225
-102.317782,21.916237
-102.303878,21.915969
-102.305142,21.909627
-102.302908,21.924078
-102.305131,21.928316
-102.313715,21.916441
-102.303878,21.915969
-102.318664,21.915629
-102.313715,21.916441
-102.314936,21.924142
-102.307928,21.916114
-102.301511,21.924928
-102.318793,21.915448
-102.311178,21.924376
-102.337445,21.923633
-102.310296,21.924427
-102.304900,21.925951
-102.307928,21.916114
-102.313715,21.916441
-102.306570,21.924641
-102.312814,21.914280
-102.319520,21.909579
-102.322425,21.932962
-102.301511,21.924928
-102.306812,21.907550
-102.307651,21.902763
-102.311129,21.916293
-102.339347,21.928209
-102.310743,21.909349
-102.310296,21.924427
-102.317534,21.924346
-102.314399,21.902716
-102.333129,21.916576
-102.310296,21.924427
-102.317534,21.924346
-102.310038,21.907825
-102.310038,21.907825
-102.311011,21.916448
-102.301305,21.921611
-102.307651,21.902763
-102.318876,21.915320
-102.317348,21.923712
-102.332523,21.915029
-102.307224,21.911232
-102.320661,21.930439
-102.308676,21.904891
-102.317957,21.925435
-102.310296,21.924427
-102.308359,21.921424
-102.325305,21.909699
-102.317534,21.924346
-102.310296,21.924427
-102.307928,21.916114
-102.324410,21.936225
-102.310743,21.909349
-102.303878,21.915969
-102.304819,21.924737
-102.313715,21.916441
-102.304023,21.913494
-102.312432,21.913169
-102.328877,21.909865
-102.318600,21.913499
-102.309145,21.902571
-102.310296,21.924427
-102.312814,21.914280
-102.315360,21.920265
-102.301511,21.924928
-102.334499,21.918816
-102.312624,21.913678
-102.315661,21.920848
-102.310296,21.924427
-102.305269,21.929434
-102.319865,21.931751
-102.304050,21.917298
-102.313715,21.916441
-102.309822,21.902908
-102.312981,21.924272
-102.305288,21.933965
-102.317534,21.924346
-102.318901,21.913770
-102.317535,21.924348
-102.308616,21.924524
-102.315153,21.920103
-102.313715,21.916441
-102.311443,21.910844
-102.319050,21.927566
-102.319458,21.928376
-102.313715,21.916441
-102.321683,21.932243
-102.332474,21.915031
-102.317381,21.909553
-102.305288,21.933965
-102.315102,21.928573
-102.312814,21.914280
-102.305288,21.933965
-102.316130,21.921700
-102.300748,21.925101
-102.317381,21.909553
-102.310360,21.927914
-102.303878,21.915969
-102.332462,21.915036
-102.323130,21.929134
-102.311228,21.931761
-102.316187,21.903911
-102.319920,21.929336
-102.321518,21.931911
-102.307928,21.916114
-102.305365,21.911428
-102.307928,21.916114
-102.304819,21.924737
-102.316329,21.922287
-102.301511,21.924928
-102.314999,21.919585
-102.313716,21.916449
-102.337757,21.924335
-102.319066,21.914625
-102.316372,21.902527
-102.315904,21.921291
-102.302616,21.922871
-102.316817,21.922976
-102.304818,21.924738
-102.313715,21.916441
-102.307698,21.902921
-102.317536,21.924347
-102.312982,21.924273
-102.303878,21.915970
-102.317851,21.924664
-102.307929,21.916119
-102.313716,21.916444
-102.313714,21.916440
-102.304818,21.924738
-102.309021,21.905386
-102.313715,21.916441
-102.310624,21.909058
-102.324410,21.936225
-102.304949,21.936568
-102.312814,21.914280
-102.329911,21.913333
-102.304567,21.922752
-102.307043,21.924720
-102.314009,21.917287
-102.318728,21.915542
-102.314999,21.919585
-102.317639,21.916271
-102.313715,21.916441
-102.301511,21.924928
-102.317381,21.909553
-102.312981,21.924272
-102.301511,21.924928
-102.317855,21.911475
