LONGITUD,LATITUD
-102.281584,21.860129
-102.290773,21.844776
-102.279865,21.859987
-102.282155,21.854163
-102.290515,21.842700
-102.269410,21.859983
-102.285429,21.859640
-102.279115,21.860099
-102.275533,21.860019
-102.269367,21.854929
-102.280583,21.860118
-102.282441,21.855838
-102.294184,21.852381
-102.290632,21.858583
-102.289084,21.834793
-102.266690,21.859961
-102.301943,21.845248
-102.292980,21.858084
-102.264072,21.848751
-102.299458,21.832820
-102.293536,21.836471
-102.290571,21.832183
-102.293931,21.848526
-102.269396,21.857109
-102.297669,21.844742
-102.269199,21.842922
-102.299667,21.852177
-102.269410,21.859983
-102.283672,21.835893
-102.270846,21.851085
-102.269465,21.857030
-102.281883,21.852932
-102.269270,21.846388
-102.294902,21.857822
-102.279287,21.833671
-102.294770,21.856751
-102.282782,21.860139
-102.285923,21.859539
-102.293921,21.827510
-102.301361,21.846914
-102.290773,21.844776
-102.281584,21.860129
-102.269410,21.859983
-102.269410,21.859983
-102.301945,21.845247
-102.293747,21.844672
-102.290773,21.844776
-102.288810,21.832512
-102.259564,21.845002
-102.280883,21.846513
-102.293582,21.841395
-102.287608,21.845508
-102.281788,21.836286
-102.273341,21.849905
-102.290773,21.844776
-102.266690,21.859961
-102.292980,21.858084
-102.290129,21.841100
-102.280883,21.846513
-102.282782,21.860139
-102.281584,21.860129
-102.269141,21.839260
-102.271324,21.851723
-102.273243,21.849173
-102.288133,21.858893
-102.269012,21.832628
-102.288708,21.832536
-102.269418,21.862062
-102.301267,21.847953
-102.267812,21.855743
-102.269410,21.859983
-102.269410,21.859983
-102.267695,21.855334
-102.292980,21.858084
-102.269298,21.848287
-102.303927,21.845582
-102.263373,21.852565
-102.271966,21.851183
-102.297395,21.852317
-102.297395,21.852317
-102.291878,21.851533
-102.280194,21.837447
-102.289478,21.837170
-102.282782,21.860139
-102.287442,21.859036
-102.272665,21.842552
-102.290773,21.844776
-102.290157,21.842764
-102.282441,21.855838
-102.290773,21.844776
-102.269313,21.852154
-102.293931,21.848526
-102.269147,21.839278
-102.262815,21.847479
-102.299687,21.849717
-102.275533,21.860019
-102.269113,21.837138
-102.269313,21.852154
-102.288189,21.829540
-102.269293,21.851298
-102.259564,21.845002
-102.275533,21.860019
-102.289609,21.839524
-102.288126,21.830567
-102.280089,21.860120
-102.290773,21.844776
-102.292980,21.858084
-102.292111,21.858394
-102.290773,21.844776
-102.299667,21.852179
-102.282782,21.860139
-102.269436,21.859122
-102.280205,21.842586
-102.275559,21.856127
-102.292980,21.858084
-102.271299,21.850352
-102.269313,21.852154
-102.281081,21.860123
-102.277601,21.851321
-102.287936,21.841437
-102.294184,21.852381
-102.269313,21.852154
-102.296627,21.831574
-102.287726,21.839281
-102.292980,21.858084
-102.293747,21.844672
-102.299179,21.845856
-102.269293,21.851298
-102.292980,21.858084
-102.292980,21.858084
-102.272514,21.850942
-102.287836,21.829510
-102.269270,21.846388
-102.290773,21.844776
-102.264217,21.855570
-102.283447,21.842082
-102.268897,21.858507
-102.289084,21.834793
-102.269418,21.862062
-102.282782,21.860139
-102.285325,21.859663
-102.282721,21.862570
-102.269410,21.859983
-102.293747,21.844672
-102.269421,21.856740
-102.274448,21.860222
-102.267692,21.859970
-102.301513,21.845273
-102.280205,21.842586
-102.297272,21.844718
-102.269313,21.852154
-102.286928,21.859336
-102.282732,21.856961
-102.288381,21.859021
-102.262567,21.849697
-102.292563,21.848732
-102.274633,21.859956
-102.265581,21.854081
-102.290773,21.844776
-102.290773,21.844776
-102.285923,21.859539
-102.292980,21.858084
-102.269199,21.842922
-102.269358,21.858297
-102.289084,21.834793
-102.286449,21.845670
-102.293813,21.847317
-102.293931,21.848526
-102.289084,21.834793
-102.290773,21.844776
-102.292710,21.855714
-102.294902,21.857822
-102.280089,21.860120
-102.287608,21.845508
-102.296450,21.834231
-102.291712,21.852021
-102.269410,21.859983
-102.292980,21.858084
-102.267167,21.852499
-102.261121,21.843554
-102.269410,21.859983
-102.288528,21.831419
-102.271728,21.860009
-102.287980,21.828266
-102.269198,21.842922
-102.280883,21.846513
-102.298584,21.831657
-102.289084,21.834793
-102.271966,21.851183
-102.272891,21.860026
-102.269313,21.852154
-102.301511,21.843035
-102.282220,21.831502
-102.278122,21.860071
-102.282782,21.860139
-102.290632,21.858583
-102.281231,21.848530
-102.286942,21.859414
-102.287968,21.827837
-102.270984,21.857153
-102.290773,21.844776
-102.272891,21.860026
-102.275533,21.860019
-102.269410,21.859983
-102.292746,21.856680
-102.291422,21.848916
-102.269352,21.854051
-102.297258,21.844804
-102.280883,21.846513
-102.269352,21.854051
-102.301513,21.845273
-102.302683,21.846820
-102.296515,21.844764
-102.269313,21.852154
-102.286935,21.859139
-102.292668,21.861624
-102.299687,21.849717
-102.263660,21.853531
-102.293596,21.831820
-102.285740,21.841749
-102.264962,21.859920
-102.294184,21.852381
-102.289845,21.858762
-102.281584,21.860129
-102.281081,21.860123
-102.288706,21.832535
-102.288061,21.834993
-102.294902,21.857822
-102.269197,21.842921
-102.282782,21.860139
-102.285483,21.834403
-102.282782,21.860139
-102.282782,21.860139
-102.292980,21.858084
-102.285429,21.859640
-102.292245,21.850827
-102.264731,21.842128
-102.287608,21.845508
-102.292980,21.858084
-102.268349,21.852205
-102.301513,21.845273
-102.269296,21.848285
-102.285350,21.859740
-102.271728,21.860009
-102.290773,21.844776
-102.269421,21.856740
-102.269410,21.859983
-102.286449,21.845670
-102.291878,21.851533
-102.289478,21.837170
-102.283740,21.860092
-102.288528,21.831419
-102.292980,21.858084
-102.271966,21.851183
-102.269313,21.852154
-102.269313,21.852154
-102.284738,21.859786
-102.298861,21.841757
-102.269351,21.853179
-102.280883,21.846513
-102.267692,21.859970
-102.265304,21.853123
-102.290263,21.843383
-102.288810,21.832511
-102.269337,21.850803
-102.269270,21.846388
-102.264962,21.859920
-102.269330,21.850555
-102.285740,21.841749
-102.272891,21.860027
-102.280137,21.836629
-102.289085,21.834792
-102.269421,21.856739
-102.297335,21.841625
-102.267893,21.852634
-102.269411,21.859984
-102.289611,21.839526
-102.280138,21.836633
-102.269313,21.852154
-102.293537,21.836471
-102.291714,21.852037
-102.292705,21.855670
-102.293929,21.827403
-102.293823,21.844292
-102.275254,21.860016
-102.291165,21.846508
-102.269199,21.842922
-102.278618,21.860089
-102.301441,21.843770
-102.269300,21.851551
-102.280886,21.846516
-102.280886,21.846514
-102.292386,21.853721
-102.298626,21.833939
-102.287976,21.826970
-102.284634,21.859913
-102.293582,21.841395
-102.290129,21.841100
-102.294184,21.852381
-102.269435,21.859123
-102.290773,21.844776
-102.269410,21.859983
-102.294025,21.850126
-102.293599,21.831825
-102.289620,21.858767
-102.289590,21.858704
-102.282782,21.860139
-102.293747,21.844672
-102.281800,21.831509
-102.269410,21.859983
-102.290773,21.844776
-102.263904,21.857705
-102.269378,21.855362
-102.282782,21.860139
-102.282782,21.860139
-102.297522,21.833893
-102.282782,21.860139
-102.281584,21.860129
-102.290773,21.844776
-102.293696,21.831442
-102.282782,21.860139
-102.269199,21.842921
-102.292924,21.856997
-102.275253,21.860014
-102.264962,21.859920
-102.268192,21.852564
-102.288706,21.832533
