LONGITUD,LATITUD
-102.286538,21.881639
-102.281419,21.876023
-102.281807,21.870861
-102.277980,21.867859
-102.295100,21.870813
-102.280562,21.877155
-102.278503,21.873532
-102.274726,21.892914
-102.285614,21.868729
-102.272457,21.869783
-102.273229,21.888245
-102.270827,21.873617
-102.274057,21.878204
-102.270144,21.869735
-102.284452,21.882336
-102.282785,21.884818
-102.281338,21.878410
-102.281980,21.866543
-102.286725,21.882130
-102.279138,21.878487
-102.282287,21.882636
-102.278910,21.883127
-102.278071,21.873592
-102.276017,21.891289
-102.285206,21.883146
-102.273010,21.886789
-102.272301,21.882461
-102.275491,21.892338
-102.278910,21.883127
-102.290404,21.876851
-102.273010,21.886789
-102.272564,21.884183
-102.272342,21.887699
-102.290994,21.874975
-102.286100,21.866147
-102.293036,21.872182
-102.278910,21.883127
-102.276752,21.873592
-102.282437,21.864890
-102.270721,21.872906
-102.271518,21.878067
-102.282463,21.864706
-102.279708,21.869666
-102.284445,21.867949
-102.283841,21.866362
-102.283841,21.866362
-102.276957,21.868198
-102.278910,21.883127
-102.274713,21.887848
-102.290332,21.879244
-102.285984,21.879098
-102.282098,21.889823
-102.269640,21.866900
-102.295201,21.871142
-102.290994,21.874975
-102.262147,21.869205
-102.278910,21.883127
-102.269353,21.864425
-102.282287,21.882636
-102.290295,21.865734
-102.270144,21.869735
-102.276752,21.873592
-102.270144,21.869735
-102.273472,21.889606
-102.278910,21.883127
-102.269837,21.884344
-102.273010,21.886789
-102.275491,21.892338
-102.281980,21.866543
-102.272871,21.863050
-102.269899,21.883983
-102.288703,21.869813
-102.273113,21.870777
-102.272564,21.884183
-102.286683,21.876688
-102.276292,21.893330
-102.290295,21.865734
-102.293036,21.872182
-102.275491,21.892338
-102.290295,21.865734
-102.286842,21.882385
-102.267517,21.870407
-102.274469,21.883930
-102.290993,21.874975
-102.271505,21.892259
-102.273010,21.886789
-102.282410,21.878675
-102.276669,21.878347
-102.278910,21.883127
-102.289485,21.880667
-102.281339,21.878410
-102.269382,21.863942
-102.281381,21.876720
-102.275623,21.883406
-102.274057,21.878204
-102.278910,21.883127
-102.280786,21.886841
-102.287128,21.879227
-102.282261,21.877671
-102.280279,21.885132
-102.274713,21.887848
-102.280195,21.873567
-102.277205,21.883200
-102.278910,21.883127
-102.276861,21.871144
-102.290994,21.874976
-102.291031,21.865678
-102.273010,21.886789
-102.278910,21.883127
-102.273229,21.888245
-102.290993,21.874976
-102.287456,21.880630
-102.267026,21.862981
-102.277055,21.867408
-102.287101,21.883560
-102.269837,21.884344
-102.282463,21.864706
-102.285134,21.883750
-102.267508,21.869878
-102.284314,21.864462
-102.284339,21.878929
-102.268140,21.873797
-102.281807,21.867924
-102.281980,21.866543
-102.269640,21.866900
-102.281980,21.866543
-102.282257,21.868148
-102.291177,21.875673
-102.282150,21.878692
-102.274057,21.878204
-102.286390,21.866171
-102.274469,21.883930
-102.267735,21.882703
-102.293461,21.866911
-102.284833,21.883359
-102.295101,21.870814
-102.274089,21.871566
-102.278791,21.864344
-102.267735,21.882703
-102.281633,21.873584
-102.281639,21.879155
-102.269353,21.864425
-102.284096,21.882421
-102.289868,21.879233
-102.290332,21.879244
-102.281980,21.866543
-102.269398,21.863001
-102.278127,21.896269
-102.291794,21.865606
-102.289595,21.870864
-102.281338,21.878411
-102.281488,21.878716
-102.281336,21.878410
-102.285298,21.882597
-102.281843,21.868656
-102.276752,21.873592
-102.286538,21.881639
-102.281807,21.870861
-102.280135,21.870912
-102.290994,21.874976
-102.277980,21.867859
-102.269837,21.884345
-102.283841,21.866362
-102.295100,21.870812
-102.282547,21.883445
-102.284093,21.882418
-102.281846,21.868753
-102.281115,21.878587
-102.273884,21.887335
-102.278071,21.873592
-102.279372,21.873575
-102.282641,21.884857
-102.265568,21.869891
-102.270714,21.893387
-102.281925,21.880315
-102.276957,21.868198
-102.288024,21.865955
-102.272908,21.879808
-102.295099,21.870813
-102.284339,21.878929
-102.270827,21.873617
-102.268140,21.873797
-102.267382,21.877848
-102.283410,21.886738
-102.283085,21.878743
-102.269837,21.884344
-102.269837,21.884344
-102.270827,21.873617
-102.276752,21.873592
-102.282287,21.882636
-102.275137,21.892549
-102.280194,21.873562
-102.273229,21.888245
-102.270827,21.873617
-102.277380,21.894687
-102.270715,21.893387
-102.277069,21.865996
-102.285984,21.879098
-102.289038,21.879332
-102.281530,21.878634
-102.272564,21.884183
-102.273229,21.888245
-102.278910,21.883127
-102.271518,21.878067
-102.270044,21.869268
-102.272564,21.884183
-102.282287,21.882636
-102.285984,21.879098
-102.273010,21.886789
-102.284339,21.878929
-102.274469,21.883930
-102.274057,21.878204
-102.276782,21.894604
-102.278910,21.883127
-102.281980,21.866543
-102.273154,21.869481
-102.290295,21.865734
-102.276682,21.893702
-102.282168,21.881278
-102.288024,21.865956
-102.269837,21.884345
-102.286703,21.868121
-102.281980,21.866544
-102.286407,21.881296
-102.281981,21.866545
-102.278909,21.883132
-102.282463,21.864707
-102.271520,21.878068
-102.286894,21.879208
-102.271523,21.878070
-102.290331,21.879245
-102.280292,21.868965
-102.278702,21.878460
-102.281783,21.888259
-102.282596,21.883729
